Id,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtUnfSF,TotalBsmtSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,ExterQual_Ex,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,Expensive_Neighborhood,HomeQuality,YearsSinceLastRemodel,House_SF,Total_Baths
724,8172,4,6,1954,1972,0.0,941,941,0,1470,4,1,7,0,1958.0,1,548,0,0,0,0,156,0,0,5,2008,11.813037464800539,0,0,0,1,0,0,0,1,0.0,10,36,1470,2.0
725,13286,9,5,2007,2008,340.0,464,1698,0,1698,3,1,8,1,2007.0,3,768,327,64,0,0,0,0,0,2,2009,12.676079399771027,1,0,0,0,1,0,0,0,0.0,14,1,2932,3.0
726,6960,4,6,1970,1970,0.0,250,864,0,864,3,1,5,0,1989.0,2,660,96,0,0,0,0,0,500,11,2009,11.699413330633599,0,0,0,1,0,0,1,0,0.0,10,39,1478,1.0
727,21695,6,9,1988,2007,260.0,72,880,0,1680,3,1,5,1,1988.0,2,540,292,44,0,182,0,0,0,12,2009,12.310437165348775,0,0,1,0,0,0,1,0,1.0,15,2,2488,3.0
728,7314,7,5,2007,2007,82.0,508,1232,0,1232,2,1,6,0,2007.0,2,632,132,0,0,0,0,0,0,2,2009,12.178192583415596,0,0,1,0,0,0,1,0,0.0,12,2,1956,3.0
729,11475,5,5,1958,1958,95.0,1584,1584,0,1776,4,2,9,0,1968.0,3,888,0,25,0,0,0,0,0,7,2009,11.608244735642321,0,0,0,1,0,0,0,1,0.0,10,51,1776,3.0
730,6240,4,5,1925,1950,0.0,628,780,360,1208,2,1,5,0,1962.0,2,539,0,23,112,0,0,0,0,1,2009,11.542493975902508,0,0,0,1,0,0,0,1,0.0,9,59,1000,1.0
731,5389,8,5,1995,1996,0.0,415,1595,0,1616,2,1,5,1,1995.0,2,608,237,152,0,0,0,0,0,3,2010,12.373707715234994,0,0,1,0,0,0,1,0,1.0,13,14,2796,3.0
732,9590,7,5,2003,2003,442.0,82,868,0,1146,3,1,6,1,2003.0,2,438,160,22,0,0,0,0,0,5,2007,12.141539457711714,0,0,1,0,0,0,1,0,0.0,12,4,1932,3.0
733,11404,7,5,1998,1999,202.0,901,1153,0,2031,3,1,8,1,1998.0,2,541,192,84,0,0,0,0,0,7,2008,12.312686874960354,0,0,1,0,0,0,1,0,0.0,12,9,2283,2.8
734,10000,5,6,1961,1983,0.0,270,864,0,1144,3,1,6,1,1961.0,1,264,165,0,0,0,0,0,400,3,2009,11.786008995353765,0,0,0,1,0,0,0,1,0.0,11,26,1738,2.0
735,8978,5,5,1968,1968,0.0,948,948,0,948,3,1,6,0,1968.0,1,300,147,0,0,0,0,0,0,5,2007,11.58989576532275,0,0,0,1,0,0,0,1,0.0,10,39,948,1.0
736,10800,7,7,1914,1970,0.0,490,880,0,1768,2,1,6,2,1914.0,2,320,0,341,0,0,0,0,0,10,2006,12.001511614739405,0,0,0,1,0,0,0,1,0.0,14,36,2158,1.8
737,8544,3,4,1950,1950,0.0,0,0,0,1040,2,2,6,0,1949.0,2,400,0,0,0,0,0,0,0,7,2006,11.44572741040675,0,0,0,1,0,0,0,1,0.0,7,56,1040,2.0
738,10463,8,5,2005,2005,0.0,893,893,0,1801,3,1,8,1,2005.0,3,800,0,116,0,0,0,0,0,6,2006,12.3879816172226,0,0,1,0,0,0,1,0,0.0,13,1,1801,2.8
739,10800,5,5,1987,1988,0.0,0,1200,0,1200,3,1,5,0,1980.0,0,0,120,0,0,0,0,0,0,3,2009,12.095146671399466,0,0,0,1,0,0,0,1,0.0,10,21,2400,6.0
740,9313,7,5,2004,2004,0.0,864,864,0,1728,3,1,7,0,2004.0,2,572,187,56,0,0,0,0,0,4,2009,12.154784614286667,0,0,1,0,0,0,1,0,0.0,12,5,1728,2.8
741,9600,5,7,1910,2002,0.0,264,264,0,1432,2,1,7,0,1910.0,2,360,270,0,112,0,0,0,0,5,2007,11.790564777297387,0,0,0,1,0,0,0,1,0.0,12,5,1432,2.0
742,6768,6,8,1961,1996,0.0,80,912,0,912,3,1,5,0,1962.0,1,288,168,0,0,0,0,0,0,5,2008,11.863589378812122,0,0,0,1,0,0,1,0,0.0,14,12,1744,2.8
743,8450,7,5,2000,2001,108.0,1349,1349,0,1349,3,1,6,0,2000.0,2,539,120,55,0,0,0,0,0,12,2007,12.095146671399466,0,0,0,1,0,0,0,1,0.0,12,6,1349,2.0
744,12886,5,6,1963,1999,0.0,76,520,0,1464,3,1,6,1,1997.0,2,480,302,0,0,0,100,0,0,10,2009,12.07254696717504,0,0,0,1,0,0,0,1,0.0,11,10,1908,2.8
745,5395,8,5,1993,1993,0.0,604,1337,0,1337,2,1,5,1,1993.0,2,462,96,0,70,168,0,0,0,10,2008,12.100717685412471,0,0,1,0,0,0,1,0,1.0,13,15,2070,3.0
746,8963,8,9,1976,1996,289.0,487,1142,0,2715,4,1,11,2,1994.0,2,831,0,204,0,0,0,0,0,7,2008,12.61087420020211,1,0,0,0,0,0,1,0,0.0,17,12,3370,4.6
747,8795,7,5,2000,2000,0.0,652,952,0,2256,4,1,8,1,2000.0,2,554,224,54,0,0,0,0,0,4,2009,12.371591321286905,0,0,1,0,0,0,1,0,0.0,12,9,2556,2.8
748,11700,7,7,1880,2003,0.0,1240,1240,0,2640,4,1,8,1,1950.0,4,864,181,0,386,0,0,0,0,5,2009,12.491176396967154,0,0,1,0,0,0,1,0,0.0,14,6,2640,1.8
749,10593,7,5,1996,1996,338.0,801,1720,0,1720,3,1,7,1,1996.0,2,527,240,56,154,0,0,0,0,3,2010,12.469978029554953,0,0,1,0,0,0,1,0,1.0,12,14,2639,3.0
750,8405,4,3,1945,1950,0.0,0,0,0,1529,4,1,9,0,1945.0,1,240,92,0,185,0,0,0,0,4,2009,11.49273296168228,0,0,0,1,0,0,0,1,0.0,7,59,1529,2.0
751,8800,4,7,1910,2004,0.0,576,576,0,1140,3,1,7,0,1980.0,0,0,0,160,0,0,0,0,0,6,2010,11.477308649967686,0,0,0,1,0,0,0,1,0.0,11,6,1140,1.0
752,7750,7,5,2003,2003,0.0,660,660,0,1320,3,1,6,0,2003.0,2,400,0,48,0,0,0,0,0,8,2007,11.995357787034976,0,0,1,0,0,0,1,0,0.0,12,4,1320,2.8
753,9236,6,5,1997,1997,0.0,279,1479,0,1494,3,1,6,0,1997.0,2,576,168,27,0,0,0,0,0,7,2006,12.28765724080691,0,0,0,1,0,0,1,0,0.0,11,9,2694,3.0
754,10240,8,5,2005,2005,178.0,1030,1030,0,2098,3,1,8,1,2005.0,3,878,192,52,0,0,0,0,0,3,2006,12.526346537332584,0,0,1,0,1,0,0,0,1.0,13,1,2098,2.8
755,7930,6,8,1969,2005,0.0,115,1026,0,1026,3,1,5,0,1969.0,2,440,171,48,0,0,0,0,0,7,2009,11.957617696467539,0,0,0,1,0,0,1,0,0.0,14,4,1937,2.0
756,3230,6,5,1999,1999,894.0,348,729,0,1471,3,1,6,0,1999.0,2,440,0,24,0,0,0,0,0,3,2009,12.058158312538197,0,0,0,1,0,0,0,1,1.0,11,10,1852,2.8
757,10769,8,5,2007,2007,0.0,846,866,0,1768,3,1,7,0,2007.0,2,578,144,105,0,0,0,0,0,4,2009,12.264346270624157,0,0,1,0,0,0,1,0,0.0,13,2,1788,2.8
758,11616,6,5,1978,1978,328.0,234,672,0,1386,3,1,6,1,1978.0,2,440,335,0,0,0,0,0,0,4,2010,11.97603664577121,0,0,0,1,0,0,0,1,0.0,11,32,1824,2.8
759,2280,7,5,1999,1999,360.0,195,744,0,1501,3,1,6,0,1999.0,2,440,0,0,0,0,0,0,0,8,2008,12.097378802727306,0,0,0,1,0,0,0,1,1.0,12,9,2050,2.8
760,12257,8,5,1995,1995,513.0,1198,1318,0,2531,4,1,9,1,1995.0,3,752,222,98,0,0,0,0,0,11,2007,12.577639650232573,0,0,1,0,0,0,1,0,1.0,13,12,2651,2.8
761,9100,6,6,1959,1959,0.0,252,864,0,864,2,1,5,0,2008.0,1,300,0,0,0,0,0,0,450,10,2009,11.755879486687116,0,0,0,1,0,0,0,1,0.0,12,50,1476,1.0
762,6911,5,5,1924,1950,0.0,740,1145,0,1301,2,1,5,0,1965.0,2,440,0,0,0,0,0,0,0,10,2009,11.51293546492023,0,0,0,1,0,1,0,0,0.0,10,59,1706,1.0
763,8640,7,5,2009,2009,0.0,732,756,0,1547,3,1,7,0,2009.0,2,614,169,45,0,0,0,0,0,6,2010,12.279327754099118,0,0,0,1,0,0,1,0,1.0,12,1,1571,2.8
764,9430,8,5,1999,1999,673.0,89,1252,0,2365,3,1,8,1,1999.0,3,856,0,128,0,0,180,0,0,7,2009,12.727841176689147,0,0,1,0,0,0,1,0,1.0,13,10,3528,3.8
765,9549,8,5,1995,1996,0.0,0,1494,0,1494,2,1,6,1,1995.0,2,481,0,30,0,0,216,0,0,4,2006,12.506180941677357,0,0,1,0,1,0,0,0,0.0,13,10,2988,2.8
766,14587,9,5,2008,2008,284.0,1498,1498,0,1506,2,1,6,1,2008.0,2,592,0,174,0,0,0,0,0,8,2008,12.484208043148733,0,0,1,0,1,0,0,0,1.0,14,0,1506,2.0
767,10421,7,5,1988,1988,42.0,586,980,0,1714,3,1,7,1,1988.0,2,496,228,66,156,0,0,0,500,3,2010,12.188422799337028,0,0,0,1,0,0,0,1,0.0,12,22,2108,2.8
768,12508,6,7,1940,1985,0.0,323,983,0,1750,4,1,7,0,1989.0,1,423,245,0,156,0,0,0,1300,7,2008,11.982935344196433,0,0,0,1,0,0,0,1,0.0,13,23,2410,3.0
769,9100,7,5,2004,2005,0.0,1836,1860,0,1836,3,1,8,1,2004.0,2,484,120,33,0,0,0,0,0,10,2006,12.28690580994122,0,0,1,0,0,0,1,0,0.0,12,1,1860,2.0
770,53504,8,5,2003,2003,603.0,234,1650,0,3279,4,1,12,1,2003.0,3,841,503,36,0,0,210,0,0,6,2010,13.195615697878253,1,0,0,0,1,0,0,0,1.0,13,7,4695,4.8
771,7252,5,5,1982,1982,0.0,173,858,0,858,2,1,5,0,1983.0,2,576,120,0,0,0,0,0,0,4,2009,11.812296455066814,0,0,0,1,0,0,0,1,0.0,10,27,1543,2.0
772,8877,4,5,1951,1951,0.0,0,836,0,1220,2,1,6,0,1951.0,2,396,0,0,0,0,0,0,0,4,2006,11.532737896139919,0,0,0,1,0,0,0,1,0.0,9,55,2056,1.0
773,7819,6,5,1976,1976,0.0,480,1029,0,1117,3,1,6,1,1976.0,2,672,144,0,0,0,0,0,0,3,2010,11.580593459194764,0,0,0,1,0,0,0,1,0.0,11,34,1666,2.0
774,10150,5,5,1958,1958,1.0,456,912,0,912,2,1,5,0,1958.0,1,275,0,0,0,0,0,0,0,7,2007,11.648338835562747,0,0,0,1,0,0,0,1,0.0,10,49,1368,1.0
775,14226,8,5,2006,2006,375.0,1935,1935,0,1973,3,1,9,1,2006.0,3,895,315,45,0,0,0,0,0,7,2007,12.886643575525625,0,0,1,0,0,0,1,0,1.0,13,1,1973,2.0
776,4500,6,5,1998,1998,320.0,338,1204,0,1204,2,1,5,0,1998.0,2,412,0,247,0,0,0,0,0,6,2009,11.995357787034976,0,0,0,1,0,0,0,1,0.0,11,11,2070,3.0
777,11210,7,5,2005,2006,240.0,1594,1614,0,1614,3,1,7,0,2005.0,3,865,144,59,0,0,0,0,0,7,2006,12.308182383129823,0,0,1,0,0,0,1,0,0.0,12,0,1634,2.0
778,13350,5,5,1974,1974,0.0,102,864,0,894,3,1,5,1,1974.0,2,440,241,0,0,0,0,0,0,6,2006,11.86710429621008,0,0,0,1,0,0,0,1,0.0,10,32,1656,2.0
779,8400,5,5,1977,1977,320.0,0,0,0,2020,4,2,10,2,1977.0,2,630,0,0,0,0,0,0,0,10,2007,11.87757552297847,0,0,0,1,0,0,0,1,0.0,10,30,2020,2.0
780,10530,6,5,1977,1977,90.0,0,975,0,1004,2,1,4,0,1977.0,2,504,0,0,0,0,0,0,0,5,2006,11.813037464800539,0,0,0,1,0,0,0,1,0.0,11,29,1979,2.0
781,7875,7,5,1995,1996,38.0,1237,1237,0,1253,3,1,6,1,1995.0,2,402,220,21,0,0,0,0,0,6,2007,12.07824495582233,0,0,0,1,0,0,0,1,0.0,12,11,1253,2.0
782,7153,6,5,1992,1992,0.0,374,761,0,1603,3,1,7,0,1992.0,2,484,0,124,0,0,0,0,0,7,2006,12.077676615757813,0,0,1,0,0,0,1,0,0.0,11,14,1990,2.8
783,16285,7,5,2001,2002,0.0,1413,1413,0,1430,3,1,6,0,2001.0,2,605,0,33,0,0,0,0,0,6,2009,12.139403856983334,0,0,1,0,0,0,1,0,0.0,12,7,1430,2.0
784,9101,5,6,1978,1978,104.0,0,1097,0,1110,1,1,4,1,1978.0,2,602,303,30,0,0,0,0,0,7,2009,12.016732516077072,0,0,0,1,0,0,1,0,0.0,11,31,2207,2.0
785,6300,6,6,1914,2001,0.0,742,742,0,1484,3,1,9,1,1980.0,0,0,0,291,134,0,0,0,0,6,2008,11.759793355371237,0,0,0,1,0,0,0,1,0.0,12,7,1484,2.0
786,9790,6,5,1967,1967,0.0,491,1372,0,1342,3,1,7,1,1967.0,2,457,0,0,0,0,197,0,0,9,2009,11.992266613576142,0,0,0,1,0,0,0,1,0.0,11,42,2223,2.0
787,10800,5,6,1915,1950,0.0,0,686,0,1652,4,1,7,0,1961.0,1,416,0,0,196,0,0,0,1200,6,2010,11.842236406331555,0,0,0,1,0,0,0,1,0.0,11,60,2338,3.0
788,10142,7,5,2004,2004,0.0,300,956,0,2084,4,1,8,0,2004.0,2,618,0,45,0,0,0,0,0,1,2010,12.358798024384122,0,0,1,0,0,0,1,0,0.0,12,6,2740,3.8
789,6000,4,7,1954,2000,0.0,901,901,0,901,2,1,4,0,1954.0,1,281,0,0,0,0,0,0,0,8,2008,11.588969419043874,0,0,0,1,0,0,0,1,0.0,11,8,901,1.0
790,12205,6,8,1966,2007,157.0,264,832,0,2087,5,1,9,0,1966.0,2,444,133,168,0,0,0,0,0,7,2007,12.141539457711714,0,0,0,1,0,0,1,0,0.0,14,0,2655,2.8
791,3182,7,5,2005,2006,11.0,1129,1145,0,1145,2,1,5,1,2005.0,2,397,100,16,0,0,0,0,0,9,2009,11.984184555794167,0,0,1,0,0,0,1,0,0.0,12,3,1161,2.0
792,11333,6,5,1976,1976,0.0,490,1029,0,1062,3,1,5,2,1976.0,2,539,120,0,0,0,0,0,0,5,2007,11.896833207128452,0,0,0,1,0,0,0,1,0.0,11,31,1601,2.0
793,9920,7,5,1996,1997,0.0,255,1117,0,2013,3,1,8,1,1997.0,2,455,180,130,0,0,0,0,0,6,2007,12.505402864156405,0,0,1,0,0,0,0,1,1.0,12,10,2875,3.8
794,9158,8,5,2007,2007,140.0,1496,1496,0,1496,3,1,7,0,2007.0,2,474,168,130,0,0,0,0,0,6,2007,12.323860125621126,0,0,1,0,0,0,1,0,1.0,13,0,1496,2.0
795,10832,7,5,1994,1996,0.0,712,712,0,1895,3,1,7,1,1994.0,2,409,143,46,0,0,0,0,500,10,2008,12.178192583415596,0,0,1,0,0,0,1,0,0.0,12,12,1895,2.8
796,8400,6,6,1980,1981,130.0,650,650,0,1564,3,1,7,1,1980.0,2,476,0,50,0,0,204,0,0,4,2010,12.049424683420915,0,0,0,1,0,0,0,1,0.0,12,29,1564,2.8
797,8197,6,5,1977,1977,148.0,660,660,0,1285,3,1,7,1,1977.0,2,528,138,0,0,0,0,0,0,4,2007,11.874097282798648,0,0,0,1,0,0,0,1,0.0,11,30,1285,1.8
798,7677,5,5,1953,1953,0.0,203,773,0,773,2,1,4,0,1953.0,1,240,0,0,0,0,0,0,0,4,2008,11.608244735642321,0,0,0,1,0,0,0,1,0.0,10,55,1343,1.0
799,13518,9,5,2008,2009,860.0,1926,1926,0,3140,4,1,11,2,2009.0,3,820,144,78,0,0,0,0,0,7,2009,13.091906231773164,1,0,0,0,1,0,0,0,1.0,14,0,3140,3.8
800,7200,5,7,1937,1950,252.0,162,731,0,1768,3,1,7,2,1939.0,1,240,0,0,264,0,0,0,0,6,2007,12.07254696717504,0,0,0,1,0,0,1,0,0.0,12,57,2337,2.8
801,12798,6,5,1997,1997,0.0,154,616,0,1688,4,1,8,0,1997.0,2,603,403,114,185,0,0,0,400,5,2008,12.206077645517674,0,0,0,1,0,0,1,0,0.0,11,11,2150,3.8
802,4800,4,7,1916,1990,0.0,999,1196,0,1196,2,1,5,0,1957.0,2,440,0,0,0,0,0,0,0,7,2007,11.60733523953139,0,0,0,1,0,0,0,1,0.0,11,17,1393,2.0
803,8199,7,5,2005,2005,0.0,80,728,0,1456,3,1,7,1,2005.0,2,410,36,18,0,0,0,0,0,10,2008,12.149507585033072,0,0,1,0,0,0,1,0,0.0,12,3,2104,3.8
804,13891,9,5,2008,2009,424.0,1734,1734,0,2822,4,1,12,1,2009.0,3,1020,52,170,0,0,192,0,0,1,2009,13.275829251377,1,0,0,0,1,0,0,0,1.0,14,0,2822,3.8
805,9000,5,5,1954,1954,0.0,124,936,0,1128,2,1,5,0,1954.0,1,286,0,0,0,0,0,0,0,6,2006,11.678448377988165,0,0,0,1,0,0,0,1,0.0,10,52,1940,1.0
806,12274,7,5,2008,2008,256.0,1417,1417,0,1428,3,1,6,0,2008.0,2,554,0,60,0,0,0,0,0,7,2008,12.335700805443338,0,0,1,0,1,0,0,0,1.0,12,0,1428,2.0
807,9750,5,5,1967,1967,0.0,100,980,0,980,3,1,6,0,1967.0,1,384,68,0,0,0,0,0,0,10,2006,11.816734299348461,0,0,0,1,0,0,0,1,0.0,10,39,1860,2.0
808,21384,5,6,1923,2004,0.0,15,1324,0,1576,3,1,6,1,1923.0,2,528,0,312,0,0,0,0,0,5,2009,12.317171167298682,0,0,0,1,0,0,1,0,0.0,11,5,2885,3.8
809,13400,5,5,1966,1966,1047.0,380,1024,0,1086,3,1,6,1,1966.0,2,484,0,0,0,0,0,0,0,6,2006,11.982622797311857,0,0,0,1,0,0,0,1,0.0,10,40,1730,2.0
810,8100,5,5,1898,1965,0.0,849,849,0,2138,2,3,11,0,1910.0,2,360,40,156,0,0,0,0,0,11,2009,11.571203807011969,0,0,0,1,0,0,0,1,0.0,10,44,2138,2.0
811,10140,6,6,1974,1999,99.0,0,1040,0,1309,3,1,5,1,1974.0,2,484,265,0,0,0,0,648,0,1,2006,12.10625783509458,0,0,0,1,0,0,1,0,0.0,12,7,2349,2.8
812,4438,6,5,2004,2004,169.0,186,848,0,848,1,1,4,1,2004.0,2,420,140,0,0,0,0,0,0,6,2008,11.881041706925902,0,0,1,0,0,0,1,0,0.0,11,4,1510,2.0
813,8712,5,5,1952,1952,0.0,540,540,0,1044,2,1,4,0,1952.0,2,504,0,0,0,0,0,0,54,6,2010,10.932999821119937,0,1,0,0,0,1,0,0,0.0,10,58,1044,1.0
814,9750,6,6,1958,1958,243.0,834,1442,0,1442,4,1,7,0,1958.0,1,301,0,0,275,0,0,0,500,4,2007,11.969723533345908,0,0,0,1,0,0,0,1,0.0,12,49,2050,1.8
815,8248,5,7,1918,1950,0.0,686,686,0,1250,3,1,7,0,1955.0,1,280,207,0,96,0,0,0,0,7,2006,11.661354090741,0,0,0,1,0,1,0,0,0.0,12,56,1250,2.6
816,12137,7,5,1998,1998,442.0,1649,1649,0,1661,3,1,6,0,1998.0,2,598,0,34,0,0,0,0,0,5,2010,12.323415584358154,0,0,0,1,0,0,1,0,0.0,12,12,1661,2.0
817,11425,5,6,1954,1954,0.0,522,1008,0,1008,2,1,4,1,1954.0,1,275,0,0,120,0,0,0,0,7,2006,11.827743504053695,0,0,0,1,0,0,0,1,0.0,11,52,1494,1.0
818,13265,8,5,2002,2002,148.0,350,1568,0,1689,3,1,7,2,2002.0,3,857,150,59,0,0,0,0,0,7,2008,12.509877789891931,0,0,1,0,0,0,1,0,0.0,13,6,2907,3.0
819,8816,6,7,1971,1971,80.0,506,1010,0,1052,3,1,6,0,1971.0,2,440,0,0,0,0,0,0,0,6,2010,11.951186847493476,0,0,0,1,0,0,0,1,0.0,13,39,1556,2.0
820,6371,7,5,2009,2010,128.0,625,1358,0,1358,2,1,6,1,2010.0,2,484,192,35,0,0,0,0,0,6,2010,12.319405795112926,0,0,1,0,0,0,1,0,1.0,12,0,2091,3.0
821,7226,7,5,2003,2003,0.0,798,798,0,1640,3,1,6,0,2003.0,2,595,0,45,0,0,0,0,0,6,2008,12.117246896289503,0,0,1,0,0,0,1,0,0.0,12,5,1640,2.8
822,6000,4,4,1953,1953,0.0,936,936,0,936,2,1,4,0,1974.0,2,576,0,32,112,0,0,0,0,2,2009,11.440365524765756,0,1,0,0,0,0,0,1,0.0,8,56,936,1.0
823,12394,7,5,2003,2003,0.0,847,847,0,1733,3,1,7,1,2003.0,2,433,100,48,0,0,0,0,0,10,2007,12.323860125621126,0,0,1,0,0,0,1,0,0.0,12,4,1733,2.8
824,9900,6,7,1940,1950,0.0,778,778,0,1489,3,1,7,1,1940.0,1,240,335,0,0,0,0,0,0,7,2009,11.845827048676645,0,0,0,1,0,0,0,1,0.0,13,59,1489,2.0
825,11216,8,5,2006,2006,0.0,1489,1489,0,1489,3,1,7,1,2006.0,2,776,0,140,0,0,0,0,0,6,2006,12.357079818283598,0,0,1,0,0,0,1,0,1.0,13,0,1489,2.0
826,14803,10,5,2007,2008,816.0,442,2078,0,2084,2,1,7,1,2007.0,3,1220,188,45,0,0,0,0,0,6,2008,12.861001210669146,1,0,0,0,1,0,0,0,1.0,15,0,3720,3.0
827,6130,5,6,1924,1950,0.0,0,784,0,784,2,1,5,0,1980.0,0,0,0,0,116,0,0,0,0,5,2008,11.603688960617083,0,0,0,1,0,0,1,0,0.0,11,58,1568,2.0
828,8529,7,5,2001,2001,0.0,1434,1454,0,1434,3,1,6,1,2001.0,2,527,290,39,0,0,0,0,0,4,2009,12.149507585033072,0,0,1,0,0,0,1,0,0.0,12,8,1454,2.0
829,28698,5,5,1967,1967,0.0,0,1013,0,2126,3,1,7,0,1967.0,2,538,486,0,0,0,225,0,0,6,2009,12.128116509451258,0,0,0,1,0,0,0,1,0.0,10,42,3139,3.5999999999999996
830,2544,7,5,2005,2005,0.0,600,600,80,1223,2,1,4,0,2005.0,2,480,0,166,0,0,0,0,0,7,2006,11.900912042974875,0,0,1,0,0,0,1,0,1.0,12,1,1143,2.8
831,11900,6,5,1957,1957,387.0,352,1392,0,1392,3,1,6,2,1957.0,2,458,0,0,0,0,192,0,0,6,2008,12.019749091416921,0,0,0,1,0,0,0,1,0.0,11,51,2432,2.8
832,3180,7,5,2005,2005,0.0,600,600,80,1200,2,1,4,0,2005.0,2,480,0,166,0,0,0,0,0,6,2006,11.92504173829169,0,0,0,1,0,0,1,0,1.0,12,1,1120,2.8
833,9548,7,6,2003,2003,223.0,458,941,0,1829,3,1,7,1,2003.0,2,613,192,39,0,0,0,0,0,1,2010,12.37581963951765,0,0,1,0,0,0,1,0,0.0,13,7,2312,3.8
834,10004,6,6,1964,1964,180.0,975,1516,0,1516,3,1,6,0,1964.0,2,472,0,0,0,0,152,0,0,2,2009,12.025755079404917,0,0,0,1,0,0,0,1,0.0,12,45,2057,1.8
835,7875,5,6,1961,1961,136.0,572,1144,0,1144,3,1,6,0,1961.0,2,456,0,0,0,0,0,0,0,9,2008,11.849047640327147,0,0,0,1,0,0,0,1,0.0,11,47,1716,2.0
836,9600,4,7,1950,1995,0.0,625,1067,0,1067,2,1,4,0,1996.0,2,436,290,0,0,0,0,0,0,2,2010,11.759793355371237,0,0,0,1,0,0,1,0,0.0,11,15,1509,2.0
837,8100,5,6,1948,1973,0.0,1221,1559,0,1559,2,1,5,0,1948.0,2,812,0,116,230,0,0,0,0,6,2007,11.941462360646149,0,0,0,1,0,0,0,1,0.0,11,34,1897,2.0
838,1680,6,5,1973,1973,158.0,153,483,0,987,2,1,5,0,1973.0,1,264,0,0,0,0,0,0,0,11,2008,11.51293546492023,0,0,0,1,0,0,0,1,0.0,11,35,1317,2.8
839,9525,5,6,1995,2006,0.0,1099,1099,0,1099,3,1,6,0,1999.0,1,352,278,0,0,0,0,0,0,6,2008,11.87757552297847,0,0,0,1,0,0,1,0,0.0,11,2,1099,1.8
840,11767,5,6,1946,1995,0.0,416,768,0,1200,3,1,6,0,1946.0,1,240,0,0,0,0,0,0,0,5,2008,11.779136168550774,0,0,0,1,0,0,0,1,0.0,11,13,1552,1.0
841,12155,6,8,1925,1950,0.0,516,672,0,1482,4,1,7,0,1934.0,1,400,0,0,254,0,0,0,0,3,2008,11.849404844423074,0,0,0,1,0,1,0,0,0.0,14,58,1638,2.0
842,10440,5,8,1904,2002,0.0,650,650,0,1539,3,1,8,1,1983.0,2,686,70,78,68,0,0,0,0,6,2008,11.967187086434018,0,0,0,1,0,0,1,0,0.0,13,6,1539,2.0
843,9020,6,7,1966,1966,183.0,276,1127,0,1165,3,1,6,0,1966.0,2,490,0,129,0,0,0,0,0,5,2008,12.071975378543236,0,0,0,1,0,0,0,1,0.0,13,42,2016,2.8
844,8000,5,4,1961,1961,0.0,1800,1800,0,1800,6,2,10,0,1980.0,0,0,0,0,0,0,0,0,0,7,2007,11.856522261533737,0,0,0,1,0,0,0,1,0.0,9,46,1800,2.0
845,12665,5,8,1915,1950,0.0,876,876,0,1416,4,1,7,1,1949.0,3,720,418,0,194,0,0,0,0,6,2008,11.944064817531656,0,0,0,1,0,0,0,1,0.0,13,58,1416,1.8
846,16647,5,5,1975,1981,0.0,0,1390,0,1701,3,1,6,2,1975.0,2,611,0,0,0,0,0,0,0,1,2007,12.049424683420915,0,0,0,1,0,0,0,1,0.0,10,26,3091,3.0
847,9317,7,5,1993,1993,137.0,227,740,0,1775,3,1,7,1,1993.0,2,425,234,72,192,0,0,0,0,7,2009,12.269052139516223,0,0,1,0,0,0,1,0,0.0,12,16,2288,3.8
848,15523,5,6,1972,1972,0.0,404,864,0,864,3,1,5,1,1972.0,1,338,0,0,0,0,0,0,0,8,2009,11.80186424743109,0,0,0,1,0,0,0,1,0.0,11,37,1324,2.0
849,45600,6,8,1908,1997,0.0,907,907,0,2358,5,1,10,1,1908.0,2,360,486,40,0,0,175,0,0,9,2008,12.388398368982115,0,0,0,1,0,0,0,1,0.0,14,11,2358,3.0
850,9600,6,7,1976,1994,360.0,528,528,0,1855,3,1,7,1,1976.0,2,512,113,100,0,0,0,0,0,8,2007,12.138869243416009,0,0,1,0,0,0,0,1,0.0,13,13,1855,2.8
851,4435,6,5,2003,2003,170.0,189,848,0,848,1,1,3,0,2003.0,2,420,140,0,0,0,0,0,0,11,2007,11.78676973513378,0,0,1,0,0,0,1,0,0.0,11,4,1507,2.0
852,3196,8,5,2003,2003,40.0,1273,1273,0,1456,2,1,7,1,2003.0,2,400,143,20,0,0,0,0,0,5,2006,12.278397958261774,0,0,1,0,0,0,1,0,0.0,13,3,1456,2.0
853,7128,7,5,1941,1950,0.0,554,918,0,1646,4,1,7,2,1941.0,1,240,0,0,0,0,126,0,0,8,2007,12.00762780434872,0,0,0,1,0,0,0,1,1.0,12,57,2010,2.0
854,12095,6,6,1964,1964,115.0,563,1127,0,1445,3,1,7,1,1964.0,2,645,180,0,0,0,0,0,0,8,2009,11.970356641102999,0,0,0,1,0,0,0,1,0.0,12,45,2009,1.8
